tran_date,amount,gender,member
2020-12-23,10000,male,yes
2020-11-12,5000,male,yes
2020-4-2,3000,male,yes
2020-4-27,5000,male,yes
2020-8-27,5000,male,yes
2021-10-6,5000,male,yes
2021-8-31,2000,male,yes
2022-7-21,3000,male,yes
2022-10-12,4000,male,yes
2022-1-27,5000,male,yes
2022-3-4,5000,male,yes
2023-3-13,2000,male,yes
2015-2-12,500,male,no
2015-2-12,500,male,no
2016-12-15,1000,male,no
2017-9-22,500,male,no
2017-12-4,500,male,no
2018-2-5,500,male,no
2018-4-11,500,male,no
2018-4-11,500,male,no
2018-6-29,500,male,no
2018-8-14,500,male,no
2018-12-28,500,male,no
2019-7-4,500,male,no
2019-7-4,500,male,no
2019-7-23,500,male,no
2019-7-4,1000,male,no
2019-12-26,500,male,no
2019-12-26,500,male,no
2019-12-26,500,male,no
2019-11-1,1000,male,no
2019-11-1,500,male,no
2020-1-9,500,male,no
2020-1-9,500,male,no
2020-4-10,1000,male,no
2020-8-11,500,male,no
2020-8-11,500,male,no
2021-7-22,1000,male,no
2021-7-25,500,male,no
2021-2-4,500,male,no
2021-2-5,500,male,no
2021-2-5,500,male,no
2021-9-29,500,male,no
2021-5-22,1000,male,no
2021-1-5,500,male,no
2021-1-5,500,male,no
2021-4-17,1000,male,no
2021-4-27,500,male,no
2021-8-17,1000,male,no
2022-2-7,500,male,no
2022-2-7,500,male,no
2014-10-27,20000,female,yes
2015-7-2,20000,female,yes
2015-9-3,20000,female,yes
2016-7-7,20000,female,yes
2020-10-24,20000,female,yes
2020-6-11,50000,female,yes
2022-7-12,50000,female,yes
2022-7-2,20000,female,yes
2014-1-23,85000,male,no
2014-2-13,20000,male,no
2015-10-26,10000,male,no
2016-5-30,10000,male,no
2017-3-22,20000,male,no
2019-6-24,2000,male,no
2020-7-23,2000,male,no
2021-6-11,5000,male,no
2022-6-7,3000,male,no
2023-6-6,5000,male,no
2017-12-21,3000,female,yes
2018-1-3,5000,female,yes
2019-12-10,50000,female,yes
2019-3-27,10000,female,yes
2021-5-4,50000,female,yes
2021-3-25,10000,female,yes
2022-1-18,100000,female,yes
2023-7-7,50000,female,yes
2023-2-6,50000,female,yes
2013-10-1,1000,male,no
2017-11-21,1000,male,no
2019-11-7,2000,male,no
2019-11-21,2000,male,no
2020-3-30,2000,male,no
2022-10-11,1000,male,no
2022-8-24,1000,male,no
2023-7-14,1000,male,no
2023-1-14,1000,male,no
2023-6-6,1000,male,no
2019-7-2,500,female,yes
2019-9-12,300,female,yes
2020-7-4,500,female,yes
2020-2-11,500,female,yes
2020-9-3,500,female,yes
2020-5-25,200,female,yes
2020-4-22,500,female,yes
2021-9-4,500,female,yes
2021-10-30,500,female,yes
2021-1-8,500,female,yes
2021-6-14,500,female,yes
2021-6-29,1000,female,yes
2021-3-13,500,female,yes
2022-7-11,500,female,yes
2022-9-20,500,female,yes
2022-10-31,500,female,yes
2022-5-31,500,female,yes
2022-3-18,500,female,yes
2023-5-15,500,female,yes
2023-1-10,500,female,yes
2023-6-13,500,female,yes
2023-4-25,500,female,yes
2015-11-2,1000,female,yes
2017-10-19,3000,female,yes
2018-11-23,10000,female,yes
2019-11-26,10000,female,yes
2021-9-6,20000,female,yes
2017-10-11,1060,female,no
2019-7-4,3000,female,no
2019-10-9,3000,female,no
2019-12-21,20000,female,no
2019-4-3,3000,female,no
2021-5-4,10000,female,no
2021-5-20,5000,female,no
2021-11-5,5000,female,no
2022-7-4,5000,female,no
2022-9-7,5000,female,no
2022-12-13,5000,female,no
2022-6-1,3000,female,no
2022-4-7,2909,female,no
2022-8-22,3000,female,no
2023-7-18,5000,female,no
2023-5-6,5000,female,no
2023-6-19,5000,female,no
2023-4-18,5000,female,no
2019-9-2,30000,male,no
2020-4-13,40000,male,no
2020-4-5,30000,male,no
2021-7-12,30000,male,no
2021-5-2,20000,male,no
2021-4-20,30000,male,no
2019-9-2,5000,male,yes
2019-12-23,5000,male,yes
2020-12-4,5000,male,yes
2020-4-20,5000,male,yes
2020-8-10,5000,male,yes
2021-9-9,5000,male,yes
2021-12-30,5000,male,yes
2021-6-17,5000,male,yes
2022-12-15,5000,male,yes
2022-4-21,5000,male,yes
2022-8-11,5000,male,yes
2023-7-18,5000,male,yes
2023-5-23,5000,male,yes
2023-3-30,5000,male,yes
2014-9-10,17000,female,yes
2016-12-28,500,female,yes
2017-1-18,1000,female,yes
2017-3-7,500,female,yes
2017-9-20,1000,female,yes
2018-5-22,1000,female,yes
2018-12-28,20000,female,yes
2019-3-19,500,female,yes
2020-12-2,10000,female,yes
2020-12-2,10000,female,yes
2020-1-21,1000,female,yes
2021-11-11,20000,female,yes
2022-12-26,15000,female,yes
2022-7-21,2000,female,no
2022-9-23,2000,female,no
2022-10-20,2000,female,no
2022-12-21,2000,female,no
2022-5-23,2000,female,no
2022-11-22,2000,female,no
2022-6-22,2000,female,no
2022-8-29,2000,female,no
2023-2-21,2000,female,no
2023-1-21,2000,female,no
2023-3-21,2000,female,no
2023-4-21,2000,female,no
2014-12-24,1000,female,no
2015-12-17,2000,female,no
2017-12-19,2000,female,no
2018-12-20,2000,female,no
2019-12-24,2000,female,no
2021-7-20,2000,female,no
2014-12-16,100,female,yes
2015-2-24,100,female,yes
2017-1-17,500,female,yes
2017-1-17,100,female,yes
2017-11-16,1000,female,yes
2018-2-6,500,female,yes
2018-8-2,1000,female,yes
2018-10-9,300,female,yes
2018-11-1,1000,female,yes
2019-11-19,2000,female,yes
2019-4-9,500,female,yes
2020-7-22,1000,female,yes
2021-1-27,500,female,yes
2021-1-27,500,female,yes
2022-10-18,1000,female,yes
2022-12-19,1000,female,yes
2022-1-11,1000,female,yes
2023-6-6,1000,female,yes
2019-7-10,1000,female,no
2019-9-17,1000,female,no
2019-5-3,500,female,no
2019-5-7,500,female,no
2019-3-5,200,female,no
2020-10-5,1000,female,no
2020-1-24,500,female,no
2020-4-1,4000,female,no
2021-10-27,1000,female,no
2021-5-12,1000,female,no
2021-1-19,1000,female,no
2021-4-30,1000,female,no
2021-8-25,1000,female,no
2022-4-18,1000,female,no
2023-2-13,1000,female,no
2023-1-9,1000,female,no
2023-1-31,1000,female,no
2017-4-18,2000,male,no
2017-8-9,2000,male,no
2019-9-20,1000,male,no
2019-12-24,10000,male,no
2020-6-1,3000,male,no
2013-12-26,2000,female,yes
2014-12-8,3000,female,yes
2016-5-26,3000,female,yes
2018-1-11,3000,female,yes
2020-11-26,3000,female,yes
2014-9-9,2000,male,no
2016-8-23,1000,male,no
2017-12-19,10000,male,no
2019-12-16,10000,male,no
2021-4-19,10000,male,no
2019-3-28,2000,male,no
2019-3-28,2000,male,no
2019-3-28,2000,male,no
2019-3-28,2000,male,no
2019-3-28,2000,male,no
2019-12-6,10000,male,no
2020-7-20,10000,male,no
2020-2-7,20000,male,no
2020-5-22,20000,male,no
2020-3-21,10000,male,no
2020-4-15,10000,male,no
2023-2-9,20000,male,no
2023-1-13,20000,male,no
2023-6-13,20000,male,no
2023-3-8,20000,male,no
2023-4-11,20000,male,no
2019-2-20,3000,male,yes
2019-12-17,3000,male,yes
2021-4-21,2000,male,yes
2021-8-24,1000,male,yes
2022-6-9,500,male,yes
2022-3-8,1000,male,yes
2023-2-2,1000,male,yes
2017-1-25,500,male,no
2017-1-25,500,male,no
2017-12-12,500,male,no
2018-2-27,1000,male,no
2018-3-8,1000,male,no
2018-5-17,2000,male,no
2018-5-17,598,male,no
2018-7-24,1000,male,no
2018-11-29,1000,male,no
2019-5-28,1000,male,no
2019-5-30,1000,male,no
2019-3-1,1000,male,no
2019-3-19,2000,male,no
2019-8-19,500,male,no
2020-10-9,1000,male,no
2020-5-9,1000,male,no
2020-5-27,2000,male,no
2015-12-17,10000,female,no
2018-12-20,20000,female,no
2018-12-20,5100,female,no
2019-12-24,10000,female,no
2020-4-7,100000,female,no
2020-6-4,10000,female,no
2021-7-17,20000,female,no
2021-12-29,10000,female,no
2021-12-29,20000,female,no
2023-7-3,2000,female,no
2014-12-29,1000,male,no
2015-8-22,1000,male,no
2016-3-12,1000,male,no
2017-8-26,1000,male,no
2017-8-26,800,male,no
2018-5-28,1000,male,no
2019-6-8,1000,male,no
2020-1-18,1000,male,no
2021-3-27,1000,male,no
2022-1-15,1000,male,no
2023-1-4,1000,male,no
2014-12-16,4000,female,no
2015-11-30,2000,female,no
2020-5-13,2000,female,no
2020-5-15,1000,female,no
2021-8-5,4000,female,no
2016-8-15,3000,female,yes
2017-11-8,3000,female,yes
2020-6-8,2000,female,yes
2020-3-11,1000,female,yes
2021-4-21,2000,female,yes
2016-8-23,2000,female,no
2017-12-20,2000,female,no
2019-12-6,1000,female,no
2019-12-12,1000,female,no
2019-11-22,1000,female,no
2020-5-5,1000,female,no
2020-1-21,1000,female,no
2023-2-10,1000,female,no
2019-12-12,1000,female,yes
2020-2-19,1000,female,yes
2020-5-5,2000,female,yes
2021-6-1,5000,female,yes
2023-1-18,1000,female,yes
2018-12-7,10000,male,yes
2019-12-27,10000,male,yes
2020-12-28,10000,male,yes
2021-12-30,10000,male,yes
2022-12-29,10000,male,yes
2014-9-10,1000,male,no
2014-9-10,1000,male,no
2014-9-10,1000,male,no
2014-9-10,1000,male,no
2014-9-10,1000,male,no
2014-11-13,950,male,no
2015-12-17,30000,male,no
2016-12-21,10000,male,no
2016-12-21,10000,male,no
2017-4-21,3000,male,no
2017-5-5,3000,male,no
2017-5-23,3000,male,no
2017-8-31,3000,male,no
2017-12-9,5000,male,no
2019-12-17,5000,female,no
2020-5-26,1000,female,no
2020-8-18,1000,female,no
2020-8-18,1000,female,no
2020-8-18,1000,female,no
2020-8-18,2000,female,no
2021-9-7,1000,female,no
2022-10-27,1000,female,no
2022-10-27,1000,female,no
2022-12-20,10000,female,no
2022-1-18,1000,female,no
2022-1-18,1000,female,no
2022-1-18,1000,female,no
2022-1-18,1000,female,no
2022-1-18,1000,female,no
2023-5-16,1000,female,no
2014-3-17,5000,female,no
2020-4-2,3300,female,no
2021-7-16,1000,female,no
2021-4-23,5000,female,no
2022-12-19,2000,female,no
2018-1-13,500,female,yes
2018-1-17,500,female,yes
2018-10-20,1000,female,yes
2019-2-13,1000,female,yes
2019-10-24,500,female,yes
2019-12-18,500,female,yes
2019-8-1,500,female,yes
2020-5-19,2000,female,yes
2020-1-6,500,female,yes
2020-6-13,500,female,yes
2022-7-5,1000,female,yes
2022-10-19,1000,female,yes
2023-7-21,500,female,yes
2023-4-5,500,female,yes
2017-7-20,500,female,yes
2017-8-8,5000,female,yes
2017-12-29,5000,female,yes
2019-1-9,5000,female,yes
2020-1-17,5000,female,yes
2021-7-7,2000,female,yes
2021-3-17,5000,female,yes
2022-3-9,5000,female,yes
2022-8-31,1000,female,yes
2015-12-15,400,female,yes
2017-6-15,1500,female,yes
2019-12-25,2000,female,yes
2019-6-14,1000,female,yes
2020-6-15,2000,female,yes
2022-6-15,2500,female,yes
2022-6-15,2500,female,yes
2023-6-16,5000,female,yes
2023-6-16,5000,female,yes
2015-3-5,500,female,yes
2016-6-20,1500,female,yes
2017-6-28,20000,female,yes
2020-6-1,500,female,yes
2021-8-18,500,female,yes
2022-8-18,500,female,yes
2020-5-13,10000,female,no
2021-7-30,1000,female,no
2021-7-30,1000,female,no
2021-8-15,1000,female,no
2022-12-29,10000,female,no
2015-3-3,2000,female,no
2016-2-2,2000,female,no
2017-8-15,2000,female,no
2019-9-2,5000,female,no
2020-11-6,5000,female,no
2020-4-13,5000,female,no
2021-7-12,5000,female,no
2021-4-20,5000,female,no
2015-12-11,2000,male,yes
2015-12-11,1000,male,yes
2015-12-11,1000,male,yes
2015-12-11,2000,male,yes
2015-12-11,2000,male,yes
2015-12-11,2000,male,yes
2020-5-9,1000,female,no
2021-9-6,10000,female,no
2021-12-2,10000,female,no
2021-1-29,2000,female,no
2023-7-21,500,female,no
2023-6-21,500,female,no
2019-7-13,1000,female,yes
2019-3-23,200,female,yes
2020-5-25,1000,female,yes
2020-6-13,1000,female,yes
2021-7-22,1000,female,yes
2021-10-14,1000,female,yes
2021-12-18,1000,female,yes
2021-1-19,1000,female,yes
2022-7-8,1000,female,yes
2022-2-24,1000,female,yes
2022-9-29,1000,female,yes
2023-6-9,1000,female,yes
2013-10-25,500,female,no
2018-1-9,1000,female,no
2018-8-16,500,female,no
2018-9-12,500,female,no
2018-10-9,500,female,no
2018-12-22,500,female,no
2019-7-25,500,female,no
2019-2-9,500,female,no
2019-9-28,500,female,no
2019-10-30,500,female,no
2019-12-9,500,female,no
2019-5-14,500,female,no
2019-11-14,500,female,no
2019-1-4,500,female,no
2019-6-1,500,female,no
2019-3-8,500,female,no
2019-4-4,500,female,no
2020-2-17,1000,female,no
2020-5-16,1000,female,no
2020-11-6,2000,female,no
2020-4-7,2000,female,no
2021-5-19,3000,female,no
2013-12-16,5000,female,no
2014-12-9,6500,female,no
2016-12-6,10000,female,no
2018-1-5,5000,female,no
2019-5-13,10000,female,no
2020-4-8,10000,female,no
2016-12-26,500,female,yes
2017-1-9,2000,female,yes
2018-3-8,1000,female,yes
2019-10-3,1000,female,yes
2019-11-7,1000,female,yes
2020-5-13,900,female,yes
2020-8-25,1000,female,yes
2021-10-16,500,female,yes
2022-9-12,3000,female,yes
2022-9-12,700,female,yes
2022-3-10,500,female,yes
2019-9-2,20000,female,no
2020-4-13,30000,female,no
2021-7-12,30000,female,no
2021-5-2,20000,female,no
2021-4-20,30000,female,no
2017-2-21,5000,male,yes
2018-8-14,5000,male,yes
2019-9-27,5000,male,yes
2021-12-21,5000,male,yes
2022-7-6,5000,male,yes
2023-6-20,10000,male,yes
2020-4-11,30000,female,no
2020-4-11,2000,female,no
2020-4-11,2000,female,no
2020-4-11,2000,female,no
2020-4-11,1000,female,no
2021-6-15,3500,female,yes
2021-6-15,3500,female,yes
2021-6-17,2000,female,yes
2021-6-17,2000,female,yes
2021-6-16,1000,female,yes
2021-6-16,1000,female,yes
2021-6-17,1000,female,yes
2013-12-18,10000,male,no
2016-12-28,5000,male,no
2018-1-4,5000,male,no
2019-12-14,10000,male,no
2020-5-5,5000,male,no
2016-3-23,30000,male,no
2017-5-17,30000,male,no
2018-5-25,20000,male,no
2019-5-13,30000,male,no
2020-3-3,30000,male,no
2022-3-21,30000,male,no
2023-2-9,30000,male,no
2019-4-19,10000,female,no
2021-7-27,10000,female,no
2021-5-7,5000,female,no
2021-5-13,1000,female,no
2021-8-16,10001,female,no
2017-11-28,10000,female,no
2020-11-5,5000,female,no
2020-3-11,10000,female,no
2020-8-24,1000,female,no
2021-6-1,5000,female,no
2018-8-14,2000,female,no
2018-11-2,5000,female,no
2018-12-13,2000,female,no
2020-10-5,500,female,no
2021-5-12,500,female,no
2022-10-26,500,female,no
2022-3-4,500,female,no
2022-4-27,500,female,no
2022-8-19,1000,female,no
2023-4-26,1000,female,no
2017-12-13,2000,male,no
2018-10-1,1000,male,no
2018-10-1,1000,male,no
2019-9-10,2000,male,no
2020-10-2,1000,male,no
2020-10-2,1000,male,no
2020-4-8,1000,male,no
2021-2-23,1000,male,no
2021-10-4,2000,male,no
2021-6-29,1000,male,no
2022-9-14,1000,male,no
2022-9-14,1000,male,no
2022-1-6,2000,male,no
2022-6-30,1000,male,no
2022-6-30,1000,male,no
2023-6-13,1000,male,no
2023-6-13,1000,male,no
2014-6-30,10000,male,yes
2016-12-28,10000,male,yes
2020-12-23,1000000,male,yes
2021-5-11,50000,male,yes
2017-2-18,500,male,yes
2017-2-18,500,male,yes
2018-3-3,500,male,yes
2018-3-3,500,male,yes
2019-9-14,200,male,yes
2019-9-14,300,male,yes
2019-3-16,500,male,yes
2019-3-16,500,male,yes
2020-2-22,200,male,yes
2020-2-22,300,male,yes
2020-11-7,300,male,yes
2020-11-7,300,male,yes
2021-11-13,1000,male,yes
2021-6-2,500,male,yes
2021-6-2,500,male,yes
2022-6-25,500,male,yes
2022-6-25,500,male,yes
2022-3-5,1000,male,yes
2022-3-5,1000,male,yes
2023-2-4,500,male,yes
2023-5-27,500,male,yes
2023-5-27,500,male,yes
2015-1-24,2000,male,yes
2015-1-24,1000,male,yes
2016-6-28,2000,male,yes
2017-1-9,1000,male,yes
2017-1-9,1000,male,yes
2017-10-16,20000,male,yes
2015-3-3,2000,male,no
2019-9-2,3000,male,no
2020-4-13,5000,male,no
2021-7-14,2000,male,no
2021-4-20,3000,male,no
2017-6-30,2450,female,yes
2020-12-22,2000,female,yes
2021-12-20,2000,female,yes
2022-12-2,2000,female,yes
2023-2-2,2000,female,yes
2019-12-14,5000,female,no
2020-12-23,10000,female,no
2020-4-23,5000,female,no
2021-5-14,5000,female,no
2022-4-20,5000,female,no
2023-1-12,5000,female,no
2015-4-16,1000,male,yes
2015-10-8,500,male,yes
2015-12-28,1000,male,yes
2016-6-30,1000,male,yes
2017-1-19,1000,male,yes
2017-3-30,1000,male,yes
2017-12-29,1000,male,yes
2018-9-13,1000,male,yes
2018-12-27,1000,male,yes
2019-9-5,2000,male,yes
2019-12-24,2000,male,yes
2020-9-30,2000,male,yes
2020-12-29,2000,male,yes
2020-4-15,1000,male,yes
2021-10-9,2000,male,yes
2021-12-28,2000,male,yes
2022-9-12,2000,male,yes
2022-12-27,2000,male,yes
2022-5-2,2000,male,yes
2023-4-11,2000,male,yes
2017-10-2,1000,female,yes
2017-11-6,1000,female,yes
2019-12-19,5000,female,yes
2019-6-24,5000,female,yes
2019-3-25,4000,female,yes
2020-10-30,5000,female,yes
2020-12-29,5000,female,yes
2020-5-2,5000,female,yes
2020-6-29,2000,female,yes
2020-4-4,2000,female,yes
2021-7-10,5000,female,yes
2022-12-9,5000,female,yes
2019-10-30,1000,female,yes
2019-8-6,500,female,yes
2019-8-6,500,female,yes
2020-7-3,1000,female,yes
2020-9-23,500,female,yes
2020-9-23,500,female,yes
2020-10-21,2500,female,yes
2020-10-21,2500,female,yes
2020-10-22,2500,female,yes
2020-10-22,2500,female,yes
2020-12-14,2500,female,yes
2020-12-14,2500,female,yes
2020-12-25,500,female,yes
2020-12-25,500,female,yes
2020-12-30,1000,female,yes
2020-11-11,1000,female,yes
2020-11-11,1000,female,yes
2020-11-27,500,female,yes
2020-11-27,500,female,yes
2021-5-31,2000,female,yes
2021-1-22,1000,female,yes
2021-1-22,1000,female,yes
2021-6-25,10000,female,yes
2021-4-2,1000,female,yes
2021-4-2,1000,female,yes
2021-4-2,1000,female,yes
2021-4-21,5000,female,yes
2021-8-27,2000,female,yes
2022-12-27,2000,female,yes
2022-4-22,1000,female,yes
2022-4-22,1000,female,yes
2023-7-7,1000,female,yes
2023-7-7,1000,female,yes
2013-11-25,2000,female,yes
2014-11-10,2000,female,yes
2015-5-28,2000,female,yes
2015-8-3,2000,female,yes
2015-11-23,1000,female,yes
2016-11-28,2000,female,yes
2017-5-1,2000,female,yes
2017-8-15,2000,female,yes
2014-6-30,8000,female,no
2016-11-23,10000,female,no
2018-9-5,10000,female,no
2019-10-25,10000,female,no
2014-2-28,1000,female,yes
2015-2-16,1000,female,yes
2015-11-11,1000,female,yes
2016-2-23,1000,female,yes
2016-11-11,1000,female,yes
2017-3-1,200000,female,yes
2018-10-3,1000,female,yes
2020-2-21,1000,female,yes
2022-11-11,1000,female,yes
2022-3-1,1000,female,yes
2020-12-17,2000,female,yes
2020-3-19,3000,female,yes
2021-12-2,3000,female,yes
2021-4-8,2000,female,yes
2022-3-31,2000,female,yes
2023-3-16,3000,female,yes
2020-4-17,1000,female,no
2021-7-17,5000,female,no
2021-4-28,4000,female,no
2022-6-13,10000,female,no
2023-6-14,10000,female,no
2017-11-29,10000,female,yes
2018-11-28,10000,female,yes
2019-11-27,10000,female,yes
2020-7-30,1000,female,yes
2020-11-30,1000,female,yes
2014-7-31,8750,female,yes
2014-7-31,2000,female,yes
2014-7-31,2000,female,yes
2014-7-31,2000,female,yes
2014-7-31,2000,female,yes
2014-7-31,2000,female,yes
2017-12-12,9000,female,yes
2018-6-19,15000,female,yes
2018-6-19,15000,female,yes
2019-7-30,10000,female,yes
2019-7-30,10000,female,yes
2019-3-21,10000,female,yes
2023-5-29,30000,female,yes
2015-12-17,5000,male,no
2017-12-18,3000,male,no
2018-12-20,5000,male,no
2020-5-13,5000,male,no
2021-7-20,10000,male,no
2021-5-6,10000,male,no
2015-12-17,2000,male,yes
2017-12-18,5000,male,yes
2018-12-20,5000,male,yes
2019-12-24,6000,male,yes
2021-7-20,5000,male,yes
2014-4-28,2000,male,no
2014-4-18,2000,male,no
2014-5-14,6000,male,no
2014-12-29,8000,male,no
2014-12-29,1000,male,no
2014-12-29,1010,male,no
2015-3-11,3000,male,no
2015-3-11,2000,male,no
2015-3-11,2000,male,no
2015-3-11,2000,male,no
2015-4-8,4000,male,no
2015-4-8,4000,male,no
2015-4-8,5000,male,no
2015-4-8,10000,male,no
2018-1-15,32000,male,no
2014-12-24,12000,male,yes
2015-12-17,5213,male,yes
2017-12-19,3705,male,yes
2018-12-20,10044,male,yes
2019-12-24,4000,male,yes
2021-7-10,2000,male,yes
2014-6-16,1000,male,yes
2015-5-27,5000,male,yes
2015-6-17,1000,male,yes
2015-6-17,2000,male,yes
2015-11-11,3000,male,yes
2015-12-29,880,male,yes
2016-2-24,3000,male,yes
2016-5-11,3000,male,yes
2016-8-31,2000,male,yes
2016-10-6,5000,male,yes
2016-11-17,3000,male,yes
2017-3-16,3000,male,yes
2017-6-16,2000,male,yes
2017-6-16,3000,male,yes
2017-7-11,3000,male,yes
2018-1-15,2000,male,yes
2018-4-24,5000,male,yes
2018-5-21,3000,male,yes
2018-6-15,3000,male,yes
2018-9-21,2000,male,yes
2018-11-15,2000,male,yes
2019-5-29,1000,male,yes
2019-5-29,1000,male,yes
2019-3-13,2000,male,yes
2022-5-3,1000,male,yes
2022-11-22,1000,male,yes
2022-6-1,1000,male,yes
2022-6-16,1000,male,yes
2022-3-2,1000,male,yes
2022-4-8,1000,male,yes
2022-8-31,1000,male,yes
2023-2-2,1000,male,yes
2023-4-5,1000,male,yes
2023-4-28,1000,male,yes
2014-4-9,500,female,yes
2017-12-12,1000,female,yes
2020-1-20,5000,female,yes
2020-3-4,5000,female,yes
2021-12-13,5000,female,yes
2022-12-7,5000,female,yes
2016-11-16,1000,female,yes
2017-5-2,1000,female,yes
2017-12-20,2000,female,yes
2020-4-4,1000,female,yes
2021-2-16,3000,female,yes
2021-5-20,1000,female,yes
2022-3-18,1000,female,yes
2023-3-2,2000,female,yes
2016-6-9,500,male,yes
2016-7-28,950,male,yes
2016-8-18,1000,male,yes
2017-3-9,2000,male,yes
2017-5-26,1000,male,yes
2017-7-3,2000,male,yes
2017-8-11,1900,male,yes
2017-8-11,100,male,yes
2017-8-30,2000,male,yes
2018-3-15,2000,male,yes
2018-5-4,2000,male,yes
2018-6-19,2000,male,yes
2018-8-22,2000,male,yes
2019-5-16,2000,male,yes
2019-3-15,3000,male,yes
2014-12-24,10000,female,no
2015-12-17,10000,female,no
2017-12-18,10000,female,no
2018-12-20,10000,female,no
2019-12-24,10000,female,no
2020-5-13,10000,female,no
2021-7-20,10000,female,no
2021-5-25,10000,female,no
2017-11-20,50000,male,yes
2019-7-5,5000,male,yes
2019-9-9,5000,male,yes
2019-10-11,5000,male,yes
2019-12-11,5000,male,yes
2019-5-14,5000,male,yes
2019-11-8,5000,male,yes
2019-6-6,5000,male,yes
2019-3-11,5000,male,yes
2019-8-8,5000,male,yes
2020-1-13,5000,male,yes
2020-3-3,10000,male,yes
2017-6-30,1250,female,no
2019-9-20,5000,female,no
2020-5-13,2000,female,no
2021-5-6,4000,female,no
2021-4-29,1000,female,no
2017-12-7,25000,female,no
2017-12-7,25000,female,no
2017-12-7,25000,female,no
2021-7-13,10000,female,no
2021-5-31,5000,female,no
2023-1-25,5000,female,no
2023-1-25,5000,female,no
2014-12-20,1000,male,no
2017-12-13,20000,male,no
2019-12-12,20000,male,no
2020-4-21,10000,male,no
2018-6-30,2000,female,yes
2021-5-24,2000,female,yes
2021-11-23,1500,female,yes
2021-4-1,3000,female,yes
2022-5-24,1000,female,yes
2022-3-31,3000,female,yes
2023-4-3,3000,female,yes
2016-10-13,100000,female,no
2017-8-24,600000,female,no
2018-7-18,100000,female,no
2019-5-28,100000,female,no
2019-5-28,200000,female,no
2021-7-25,30000,female,no
2021-6-19,10000,female,no
2013-9-12,500,female,yes
2015-11-13,2000,female,yes
2016-2-18,1000,female,yes
2017-9-6,1000,female,yes
2017-9-6,1000,female,yes
2017-11-9,5000,female,yes
2018-1-10,5000,female,yes
2018-8-30,3000,female,yes
2019-1-11,5000,female,yes
2019-8-16,500,female,yes
2020-1-9,2000,female,yes
2021-11-29,100000,female,yes
2021-11-29,168000,female,yes
2019-12-11,100000,male,no
2020-12-18,30000,male,no
2020-3-26,20000,male,no
2022-6-6,1000,male,no
2022-4-11,19999,male,no
2020-5-19,1000,female,no
2021-8-19,2500,female,no
2022-11-22,10000,female,no
2022-11-22,2000,female,no
2023-5-6,2000,female,no
2023-5-6,2000,female,no
2017-12-19,25000,male,no
2019-12-23,35800,male,no
2020-12-23,25000,male,no
2021-8-19,25000,male,no
2022-11-28,25000,male,no
2020-10-6,1000,female,yes
2020-1-8,1000,female,yes
2021-11-22,1000,female,yes
2021-8-13,1000,female,yes
2022-2-15,1000,female,yes
2022-9-20,1000,female,yes
2022-5-11,1000,female,yes
2022-8-9,1000,female,yes
2023-7-18,1000,female,yes
2023-1-9,1000,female,yes
2023-1-24,1000,female,yes
2014-1-29,400,male,no
2014-1-29,1000,male,no
2014-1-29,200,male,no
2014-1-29,200,male,no
2014-1-29,200,male,no
2014-4-23,200,male,no
2014-4-23,500,male,no
2014-4-23,200,male,no
2014-4-23,200,male,no
2014-4-23,200,male,no
2014-4-23,200,male,no
2014-4-23,200,male,no
2014-4-23,200,male,no
2014-8-8,200,male,no
2014-8-8,200,male,no
2014-8-8,200,male,no
2014-8-8,200,male,no
2014-8-8,200,male,no
2014-9-8,100,male,no
2014-9-8,100,male,no
2014-9-8,100,male,no
2014-9-8,100,male,no
2014-9-8,100,male,no
2014-9-8,100,male,no
2014-9-8,100,male,no
2014-9-8,100,male,no
2014-9-8,100,male,no
2014-9-8,100,male,no
2014-9-8,100,male,no
2014-9-8,1000,male,no
2015-5-21,200,male,no
2015-5-21,200,male,no
2015-5-21,100,male,no
2015-5-21,100,male,no
2015-5-21,100,male,no
2015-5-21,100,male,no
2015-8-28,100,male,no
2015-8-28,100,male,no
2015-8-28,300,male,no
2015-8-28,100,male,no
2015-8-28,100,male,no
2015-8-28,100,male,no
2015-8-28,100,male,no
2015-8-28,100,male,no
2015-8-28,100,male,no
2015-8-28,100,male,no
2015-8-28,200,male,no
2017-4-5,100,male,no
2017-4-5,100,male,no
2017-4-5,100,male,no
2017-4-5,100,male,no
2017-4-5,100,male,no
2017-4-5,100,male,no
2017-4-5,100,male,no
2017-4-5,200,male,no
2013-11-11,2000,female,no
2018-2-23,5000,female,no
2020-4-5,5000,female,no
2021-5-12,2000,female,no
2021-8-11,20000,female,no
2017-6-3,5000,female,yes
2018-6-18,5000,female,yes
2019-7-13,2100,female,yes
2019-7-15,2100,female,yes
2019-3-25,5000,female,yes
2020-12-25,5000,female,yes
2022-11-2,5000,female,yes
2023-2-21,10000,female,yes
2023-6-30,10000,female,yes
2016-4-18,1000,male,yes
2016-5-24,5000,male,yes
2017-12-7,1000,male,yes
2018-9-28,500,male,yes
2018-9-28,500,male,yes
2019-9-21,1000,male,yes
2019-4-17,2000,male,yes
2020-9-28,1000,male,yes
2020-3-25,3000,male,yes
2021-4-19,2000,male,yes
2022-4-12,5000,male,yes
2023-4-11,5000,male,yes
2017-12-19,25000,female,no
2019-12-23,25000,female,no
2020-12-23,25000,female,no
2021-8-19,25000,female,no
2022-11-28,25000,female,no
