reciept_no,tran_date,fund_code,fund_subcode,customer_id,amount,fund_name,fund_subname,customer_type,gender,birthday,age,flag_member
640000515,2020-11-4,10,10,P0796,7000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,female,,,no
630003876,2020-1-14,10,10,P0236,15000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,male,,,no
630003874,2020-1-14,20,610000005,P0236,11400,กองทุนบริจาคเพื่อหน่วยงาน,กองทุนเพื่อผู้ป่วยโรคพาร์กินสันและกลุ่มโรคทางระบบประสาท,บุคคลธรรมดา,male,,,no
630003875,2020-1-14,20,610000001,P0236,10800,กองทุนบริจาคเพื่อหน่วยงาน,กองทุนศูนย์โรคระบบการหายใจ,บุคคลธรรมดา,male,,,no
630003877,2020-1-14,20,590000004,P0236,8400,กองทุนบริจาคเพื่อหน่วยงาน,กองทุน ศูนย์ตาธรรมศาสตร์ โรงพยาบาลธรรมศาสตร์เฉลิมพระเกียรติ,บุคคลธรรมดา,male,,,no
630003878,2020-1-14,20,560000290,P0236,9700,กองทุนบริจาคเพื่อหน่วยงาน,กองทุน เพื่อผู้ป่วยศัลยกรรมระบบประสาท,บุคคลธรรมดา,male,,,no
640000545,2020-11-5,10,10,P0317,11500,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,female,,,no
640000544,2020-11-5,10,10,P0520,3500,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,female,,,no
640000561,2020-11-6,20,560000298,P0506,8300,กองทุนบริจาคเพื่อหน่วยงาน,กองทุน หมุนเวียนเพื่อผู้ป่วยเด็ก,บุคคลธรรมดา,female,,,no
640000569,2020-11-6,10,10,P0510,12200,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,female,,,no
630003931,2020-1-16,10,10,P0785,9300,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,male,,,no
630003958,2020-1-18,10,10,P0492,7600,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,male,,,no
630003959,2020-1-18,10,10,P0989,8200,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,male,,,no
630003972,2020-1-20,10,10,P0777,11000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,female,,,no
640001036,2020-12-1,10,10,P0200,4900,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,female,,,no
630004004,2020-1-21,10,620000008,P0170,13100,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อสร้างศูนย์อุบัติเหตุและฉุกเฉิน อาคารกิตติวัฒนา,บุคคลธรรมดา,male,,,no
630003992,2020-1-21,10,10,P0495,3200,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,female,,,no
630003991,2020-1-21,10,10,P0785,8600,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,male,,,no
630003982,2020-1-21,10,10,P1092,7700,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,male,,,no
640001315,2020-12-15,10,10,P0141,6200,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,male,,,no
640001363,2020-12-17,10,560000002,P0308,6700,กองทุนบริจาคเพื่อการดำเนินงาน,กองทุน โครงการถวายภัตตาหารเพล,บุคคลธรรมดา,female,,,no
640001378,2020-12-17,20,560000285,P0739,11100,กองทุนบริจาคเพื่อหน่วยงาน,กองทุน หมุนเวียนศัลยกรรมกระดูกและข้อ,บุคคลธรรมดา,female,,,no
640001366,2020-12-17,10,10,P0917,9900,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,female,,,no
640001393,2020-12-18,10,10,P0288,9300,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,male,,,no
640001407,2020-12-18,10,10,P0555,2700,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,male,,,no
640001402,2020-12-18,50,560000045,P0724,5900,กองทุนบริจาคสะสมเพื่อโรงพยาบาล,กองทุน วิเชียร วิริยะประสิทธิ์,บุคคลธรรมดา,female,,,no
640001400,2020-12-18,10,10,P0802,9800,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,female,,,no
640001410,2020-12-18,20,630000006,P1017,7400,กองทุนบริจาคเพื่อหน่วยงาน,กองทุนเพื่อผู้ป่วยข้อเข่าข้อสะโพกยากไร้,บุคคลธรรมดา,male,,,no
640001417,2020-12-19,10,50,P0313,7700,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,female,,,no
640001078,2020-12-2,10,10,P0141,13700,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,male,,,no
630004011,2020-1-22,10,50,P1055,10800,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,female,,,no
640001461,2020-12-21,10,10,P0048,6900,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,male,,,no
640001462,2020-12-21,10,50,P0048,8700,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,male,,,no
640001443,2020-12-21,10,10,P0105,9300,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,female,,,no
640001424,2020-12-21,10,10,P0158,8000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,female,,,no
640001445,2020-12-21,10,10,P0441,7100,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,female,,,no
640001457,2020-12-21,20,560000285,P1055,10100,กองทุนบริจาคเพื่อหน่วยงาน,กองทุน หมุนเวียนศัลยกรรมกระดูกและข้อ,บุคคลธรรมดา,female,,,no
640001426,2020-12-21,10,10,P1084,12700,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,female,,,no
640001479,2020-12-22,10,50,P0137,11000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,female,,,no
640001480,2020-12-22,20,560000198,P0137,9600,กองทุนบริจาคเพื่อหน่วยงาน,กองทุน นายแพทย์อุดม ลักษณ์วิจารณ์ เพื่อผู้ป่วยจิตเวช,บุคคลธรรมดา,female,,,no
640001481,2020-12-22,20,610000007,P0137,11500,กองทุนบริจาคเพื่อหน่วยงาน,กองทุนศูนย์บูรณาการผ่าตัด ข้อสะโพกและข้อเข่า,บุคคลธรรมดา,female,,,no
640001473,2020-12-22,20,610000007,P0159,12800,กองทุนบริจาคเพื่อหน่วยงาน,กองทุนศูนย์บูรณาการผ่าตัด ข้อสะโพกและข้อเข่า,บุคคลธรรมดา,female,,,no
640001471,2020-12-22,10,10,P0656,9800,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,male,,,no
640001477,2020-12-22,10,560000010,P1133,11700,กองทุนบริจาคเพื่อการดำเนินงาน,กองทุนเพื่อผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,female,,,no
640001519,2020-12-23,10,10,P0221,6500,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,male,,,no
640001535,2020-12-23,10,10,P0528,9400,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,female,,,no
640001518,2020-12-23,10,10,P0557,8900,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,male,,,no
640001521,2020-12-23,10,10,P0563,10900,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,female,,,no
640001574,2020-12-24,20,590000004,P0608,11400,กองทุนบริจาคเพื่อหน่วยงาน,กองทุน ศูนย์ตาธรรมศาสตร์ โรงพยาบาลธรรมศาสตร์เฉลิมพระเกียรติ,บุคคลธรรมดา,male,,,no
640001730,2020-12-28,10,10,P0100,9800,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,male,,,no
640001656,2020-12-28,20,80,P0280,7800,กองทุนบริจาคเพื่อหน่วยงาน,เพื่อซื้อโลหิต,บุคคลธรรมดา,female,,,no
640001731,2020-12-28,10,10,P0337,7200,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,male,,,no
640001723,2020-12-28,10,10,P0685,11200,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,female,,,no
640001666,2020-12-28,10,10,P0991,14700,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,female,,,no
640001774,2020-12-29,10,10,P0047,7700,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,male,,,no
640001746,2020-12-29,10,10,P0450,9000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,female,,,no
640001747,2020-12-29,10,50,P0450,11300,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,female,,,no
640001744,2020-12-29,10,10,P0983,8400,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,male,,,no
640001745,2020-12-29,10,50,P0983,10600,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,male,,,no
640001115,2020-12-3,10,50,P0442,10100,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,female,,,no
640001105,2020-12-3,10,10,P0948,7700,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,female,,,no
640001791,2020-12-30,10,10,P0352,13000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,male,,,no
640001848,2020-12-30,10,10,P0659,13000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,female,,,no
640001819,2020-12-30,10,10,P0708,13600,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,male,,,no
640001866,2020-12-30,10,10,P0923,14400,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,female,,,no
640001134,2020-12-4,10,10,P0953,8600,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,female,,,no
630004064,2020-1-24,10,50,P0393,8700,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,male,,,no
630004063,2020-1-24,10,50,P0482,11100,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,female,,,no
640001162,2020-12-5,20,560000298,P0650,12300,กองทุนบริจาคเพื่อหน่วยงาน,กองทุน หมุนเวียนเพื่อผู้ป่วยเด็ก,บุคคลธรรมดา,female,,,no
640001179,2020-12-7,10,10,P0450,9100,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,female,,,no
640001180,2020-12-7,10,50,P0450,8900,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,female,,,no
640001175,2020-12-7,10,10,P1006,8200,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,male,,,no
630004082,2020-1-27,20,560000298,P0625,15100,กองทุนบริจาคเพื่อหน่วยงาน,กองทุน หมุนเวียนเพื่อผู้ป่วยเด็ก,บุคคลธรรมดา,female,,,no
640001200,2020-12-8,10,10,P0341,2100,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,female,,,no
640001204,2020-12-8,10,50,P0418,9700,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,male,,,no
640001205,2020-12-8,10,10,P0418,10400,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,male,,,no
640001219,2020-12-8,10,10,P0796,6800,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,female,,,no
640001220,2020-12-8,10,50,P0796,11500,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,female,,,no
630004105,2020-1-28,10,50,P0796,3900,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,female,,,no
630004106,2020-1-28,10,10,P0796,13400,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,female,,,no
640001245,2020-12-9,20,570000012,P0340,4800,กองทุนบริจาคเพื่อหน่วยงาน,กองทุน เพื่อผู้ป่วยโรคหัวใจ รพ.ธ.,บุคคลธรรมดา,female,,,no
640001229,2020-12-9,10,50,P0978,3100,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,female,,,no
640001230,2020-12-9,20,570000012,P1055,7800,กองทุนบริจาคเพื่อหน่วยงาน,กองทุน เพื่อผู้ป่วยโรคหัวใจ รพ.ธ.,บุคคลธรรมดา,female,,,no
630004127,2020-1-29,10,10,P1003,10800,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,male,,,no
630003682,2020-1-3,10,10,P0209,8100,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,female,,,no
630003617,2020-1-3,10,620000008,P0276,8400,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อสร้างศูนย์อุบัติเหตุและฉุกเฉิน อาคารกิตติวัฒนา,บุคคลธรรมดา,female,,,no
630003560,2020-1-3,20,560000298,P0582,11300,กองทุนบริจาคเพื่อหน่วยงาน,กองทุน หมุนเวียนเพื่อผู้ป่วยเด็ก,บุคคลธรรมดา,female,,,no
630003615,2020-1-3,10,620000008,P0660,6800,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อสร้างศูนย์อุบัติเหตุและฉุกเฉิน อาคารกิตติวัฒนา,บุคคลธรรมดา,female,,,no
630003596,2020-1-3,10,620000008,P0964,10000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อสร้างศูนย์อุบัติเหตุและฉุกเฉิน อาคารกิตติวัฒนา,บุคคลธรรมดา,female,,,no
630003652,2020-1-3,10,10,P0991,11900,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,female,,,no
630003637,2020-1-3,20,560000298,P0994,15600,กองทุนบริจาคเพื่อหน่วยงาน,กองทุน หมุนเวียนเพื่อผู้ป่วยเด็ก,บุคคลธรรมดา,male,,,no
630003691,2020-1-4,10,10,P0139,11800,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,male,,,no
630003713,2020-1-6,10,620000008,P0810,15800,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อสร้างศูนย์อุบัติเหตุและฉุกเฉิน อาคารกิตติวัฒนา,บุคคลธรรมดา,female,,,no
630003746,2020-1-7,10,620000008,P0130,11700,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อสร้างศูนย์อุบัติเหตุและฉุกเฉิน อาคารกิตติวัฒนา,บุคคลธรรมดา,female,,,no
630003743,2020-1-7,10,10,P0796,10200,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,female,,,no
630003744,2020-1-7,10,50,P0796,2900,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,female,,,no
630003749,2020-1-8,10,50,P0579,6300,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,female,,,no
630003769,2020-1-8,10,10,P0611,9200,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,female,,,no
630003798,2020-1-9,10,560000188,P0467,12600,กองทุนบริจาคเพื่อการดำเนินงาน,กองทุน พระภิกษุอาพาธโรงพยาบาลธรรมศาสตร์เฉลิมพระเกียรติ,บุคคลธรรมดา,male,,,no
630003799,2020-1-9,20,590000008,P0467,9200,กองทุนบริจาคเพื่อหน่วยงาน,กองทุนอาหารและโภชนาการเพื่อผู้ป่วยยากไร้ รพ.ธ,บุคคลธรรมดา,male,,,no
630003787,2020-1-9,10,560000240,P0757,12000,กองทุนบริจาคเพื่อการดำเนินงาน,กองทุน หมุนเวียนเพื่อผู้ป่วยหน่วยโลหิตวิทยา,บุคคลธรรมดา,female,,,no
630004176,2020-2-1,10,50,P1027,6800,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,male,,,no
630004304,2020-2-11,10,10,P0777,9400,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,female,,,no
630004341,2020-2-12,20,590000004,P0459,11000,กองทุนบริจาคเพื่อหน่วยงาน,กองทุน ศูนย์ตาธรรมศาสตร์ โรงพยาบาลธรรมศาสตร์เฉลิมพระเกียรติ,บุคคลธรรมดา,male,,,no
630004355,2020-2-13,10,10,P0766,9100,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,female,,,no
630004416,2020-2-17,10,10,P0510,10600,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,female,,,no
630004434,2020-2-18,10,10,P0428,8100,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,female,,,no
630004456,2020-2-19,10,10,P0586,11500,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,female,,,no
630004452,2020-2-19,10,10,P1053,10000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,male,,,no
630004455,2020-2-19,10,10,P1067,10100,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,female,,,no
630004492,2020-2-20,20,560000290,P0340,3900,กองทุนบริจาคเพื่อหน่วยงาน,กองทุน เพื่อผู้ป่วยศัลยกรรมระบบประสาท,บุคคลธรรมดา,female,,,no
630004573,2020-2-26,10,10,P0255,8100,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,male,,,no
630004709,2020-2-28,10,10,P0802,5400,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,female,,,no
630004209,2020-2-4,10,10,P0790,5000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,female,,,no
630004229,2020-2-5,10,10,P0611,8600,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,female,,,no
630004244,2020-2-6,10,10,P0200,9700,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,female,,,no
630004286,2020-2-7,10,10,P0487,11200,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,male,,,no
630004264,2020-2-7,10,560000272,P1016,13800,กองทุนบริจาคเพื่อการดำเนินงาน,กองทุน ชมรมผู้สูงอายุ (เพื่อผู้ป่วยยากไร้),บุคคลธรรมดา,male,,,no
630004864,2020-3-10,20,560000298,P0025,11700,กองทุนบริจาคเพื่อหน่วยงาน,กองทุน หมุนเวียนเพื่อผู้ป่วยเด็ก,บุคคลธรรมดา,female,,,no
630004875,2020-3-10,10,10,P0093,13500,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,female,,,no
630004876,2020-3-10,10,10,P0294,8500,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,male,,,no
630004879,2020-3-10,10,50,P1055,9200,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,female,,,no
630004902,2020-3-11,10,10,P0520,13800,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,female,,,no
630004923,2020-3-13,10,10,P0755,10300,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,male,,,no
630005026,2020-3-20,20,610000001,P0376,4800,กองทุนบริจาคเพื่อหน่วยงาน,กองทุนศูนย์โรคระบบการหายใจ,บุคคลธรรมดา,female,,,no
630005030,2020-3-21,10,10,P0487,7500,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,male,,,no
630005036,2020-3-21,10,50,P0750,13500,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,male,,,no
630005070,2020-3-24,10,620000007,P0156,8300,กองทุนบริจาคเพื่อการดำเนินงาน,จำหน่ายของที่ระลึก,บุคคลธรรมดา,female,,,no
630005114,2020-3-25,10,630000002,P0307,11300,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์ (COVID 19),บุคคลธรรมดา,female,,,no
630005135,2020-3-25,10,630000002,P1051,10300,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์ (COVID 19),บุคคลธรรมดา,female,,,no
630005277,2020-3-26,10,630000002,P0555,8600,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์ (COVID 19),บุคคลธรรมดา,male,,,no
630005307,2020-3-26,10,630000002,P0602,9100,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์ (COVID 19),บุคคลธรรมดา,female,,,no
630005322,2020-3-27,10,630000002,P0581,11500,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์ (COVID 19),บุคคลธรรมดา,female,,,no
630005337,2020-3-27,10,630000002,P0788,10900,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์ (COVID 19),บุคคลธรรมดา,female,,,no
630005585,2020-3-28,10,630000002,P0076,14300,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์ (COVID 19),บุคคลธรรมดา,female,,,no
630005918,2020-3-29,10,630000002,P0857,9600,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์ (COVID 19),บุคคลธรรมดา,female,,,no
630005986,2020-3-29,10,630000002,P1064,7200,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์ (COVID 19),บุคคลธรรมดา,female,,,no
630004775,2020-3-3,10,10,P0518,10800,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,male,,,no
630004789,2020-3-3,10,50,P0796,12500,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,female,,,no
630004790,2020-3-3,10,10,P0796,17700,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,female,,,no
630006085,2020-3-30,10,630000002,P0084,8700,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์ (COVID 19),บุคคลธรรมดา,male,,,no
630006164,2020-3-30,10,630000002,P0472,9200,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์ (COVID 19),บุคคลธรรมดา,male,,,no
630006293,2020-3-31,10,630000002,P0148,13100,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์ (COVID 19),บุคคลธรรมดา,male,,,no
630006273,2020-3-31,10,630000002,P0252,14400,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์ (COVID 19),บุคคลธรรมดา,male,,,no
630006437,2020-3-31,10,630000002,P0355,8100,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์ (COVID 19),บุคคลธรรมดา,male,,,no
630006315,2020-3-31,10,630000002,P0356,12400,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์ (COVID 19),บุคคลธรรมดา,male,,,no
630006390,2020-3-31,10,630000002,P0411,8400,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์ (COVID 19),บุคคลธรรมดา,male,,,no
630006449,2020-3-31,10,630000002,P0644,7100,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์ (COVID 19),บุคคลธรรมดา,female,,,no
630006327,2020-3-31,10,630000002,P0801,12300,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์ (COVID 19),บุคคลธรรมดา,male,,,no
